Project_ID,Industry,Agent_Type,Primary_Tool,Status,Failure_Reason,Human_in_the_Loop_Ratio,Tokens_per_Task,ROI_Score
AGP-0287,Finance,Assistant,AutoGPT 3.0,Production,,0.827,10574,1.8
AGP-0288,Retail,Assistant,CrewAI,Abandoned,Security Violation,0.572,4065,0.19
AGP-0289,Manufacturing,Multi-agent Swarm,LangGraph,Pilot,Cost Overrun,0.602,6481,1.07
AGP-0290,Finance,Assistant,CrewAI,Pilot,Cost Overrun,0.587,4891,1.41
AGP-0291,Energy,Multi-agent Swarm,LangGraph,Abandoned,Security Violation,0.466,10885,-1.36
AGP-0292,Finance,Autonomous,CrewAI,Production,,0.07,3088,2.56
AGP-0293,Government,Assistant,AutoGPT 3.0,Pilot,Security Violation,0.72,7094,0.41
AGP-0294,Finance,Multi-agent Swarm,CrewAI,Pilot,Security Violation,0.127,8569,0.64
AGP-0295,Energy,Multi-agent Swarm,AutoGPT 3.0,Production,,0.99,8793,1.86
AGP-0296,Government,Assistant,CrewAI,Abandoned,Schema Drift,0.544,3795,-0.21
AGP-0297,Telecom,Assistant,AutoGPT 3.0,Pilot,Cost Overrun,0.852,7170,0.21
AGP-0298,Energy,Assistant,LangGraph,Abandoned,Cost Overrun,0.893,941,0.04
AGP-0299,Insurance,Assistant,LangGraph,Pilot,Cost Overrun,0.811,2827,0.45
AGP-0300,Technology,Multi-agent Swarm,LangGraph,Pilot,Cost Overrun,0.44,8636,-0.31
AGP-0301,Insurance,Multi-agent Swarm,CrewAI,Pilot,Cost Overrun,0.913,4060,1.16
AGP-0302,Finance,Assistant,CrewAI,Abandoned,Loop Error,0.593,3084,-1.06
AGP-0303,Manufacturing,Autonomous,CrewAI,Pilot,Schema Drift,0.297,4342,0.95
AGP-0304,Manufacturing,Assistant,LangGraph,Pilot,Loop Error,0.409,4521,0.52
AGP-0305,Energy,Autonomous,LangGraph,Pilot,Security Violation,0.482,1839,0.8
AGP-0306,Retail,Autonomous,CrewAI,Abandoned,Loop Error,0.137,4917,-0.47
AGP-0307,Retail,Autonomous,AutoGPT 3.0,Abandoned,Loop Error,0.108,9616,-0.58
AGP-0308,Technology,Assistant,LangGraph,Pilot,Schema Drift,0.675,4225,-1.81
AGP-0309,Healthcare,Autonomous,LangGraph,Abandoned,Schema Drift,0.371,4553,-0.84
AGP-0310,Finance,Autonomous,LangGraph,Pilot,Loop Error,0.409,2809,0.81
AGP-0311,Retail,Autonomous,CrewAI,Pilot,Cost Overrun,0.335,2329,0.72
AGP-0312,Retail,Multi-agent Swarm,LangGraph,Production,,0.289,6487,5.0
AGP-0313,Healthcare,Assistant,LangGraph,Abandoned,Schema Drift,0.802,4762,-0.77
AGP-0314,Legal,Autonomous,CrewAI,Pilot,Security Violation,0.077,4115,0.96
AGP-0315,Legal,Autonomous,LangGraph,Abandoned,Loop Error,0.259,4392,-0.12
AGP-0316,Legal,Assistant,LangGraph,Pilot,Security Violation,0.826,4870,1.57
AGP-0317,Retail,Autonomous,LangGraph,Production,,0.458,2421,1.79
AGP-0318,Technology,Assistant,AutoGPT 3.0,Production,,0.705,6289,3.86
AGP-0319,Legal,Assistant,LangGraph,Abandoned,Cost Overrun,0.92,3811,-0.62
AGP-0320,Telecom,Multi-agent Swarm,LangGraph,Pilot,Security Violation,0.321,6556,1.07
AGP-0321,Government,Autonomous,LangGraph,Abandoned,Cost Overrun,0.379,2960,-1.78
AGP-0322,Retail,Assistant,CrewAI,Production,,0.62,1465,3.05
AGP-0323,Legal,Autonomous,AutoGPT 3.0,Pilot,Cost Overrun,0.639,9314,0.36
AGP-0324,Manufacturing,Multi-agent Swarm,LangGraph,Pilot,Security Violation,0.774,3872,1.05
AGP-0325,Energy,Multi-agent Swarm,LangGraph,Abandoned,Security Violation,0.778,6584,-0.36
AGP-0326,Technology,Assistant,LangGraph,Pilot,Cost Overrun,0.754,6474,0.73
AGP-0327,Energy,Assistant,CrewAI,Abandoned,Schema Drift,0.83,4817,-0.71
AGP-0328,Manufacturing,Autonomous,AutoGPT 3.0,Pilot,Loop Error,0.459,7021,0.69
AGP-0329,Technology,Multi-agent Swarm,CrewAI,Abandoned,Loop Error,0.43,8548,-1.02
AGP-0330,Healthcare,Assistant,LangGraph,Pilot,Security Violation,0.54,4022,1.14
AGP-0331,Insurance,Autonomous,AutoGPT 3.0,Abandoned,Loop Error,0.231,2639,-1.22
AGP-0332,Healthcare,Assistant,CrewAI,Production,,0.886,4878,2.07
AGP-0333,Technology,Assistant,LangGraph,Pilot,Schema Drift,0.726,1412,0.86
AGP-0334,Government,Multi-agent Swarm,LangGraph,Abandoned,Loop Error,0.636,7654,-0.45
AGP-0335,Finance,Assistant,LangGraph,Production,,0.795,2722,2.82
AGP-0336,Technology,Assistant,AutoGPT 3.0,Pilot,Loop Error,0.862,1505,2.05
AGP-0337,Finance,Assistant,CrewAI,Pilot,Cost Overrun,0.713,3736,-0.06
AGP-0338,Technology,Autonomous,CrewAI,Abandoned,Loop Error,0.095,3835,0.01
AGP-0339,Finance,Assistant,AutoGPT 3.0,Abandoned,Security Violation,0.468,5843,-0.43
AGP-0340,Government,Autonomous,LangGraph,Pilot,Cost Overrun,0.072,1218,0.29
AGP-0341,Finance,Multi-agent Swarm,LangGraph,Abandoned,Loop Error,0.75,8817,-1.91
AGP-0342,Telecom,Assistant,LangGraph,Pilot,Loop Error,0.736,1706,1.6
AGP-0343,Energy,Assistant,AutoGPT 3.0,Pilot,Loop Error,0.838,7801,0.77
AGP-0344,Technology,Autonomous,CrewAI,Production,,0.293,4758,1.61
AGP-0345,Insurance,Autonomous,LangGraph,Pilot,Security Violation,0.309,3362,0.13
AGP-0346,Insurance,Assistant,LangGraph,Pilot,Loop Error,0.845,3580,0.21
AGP-0347,Telecom,Autonomous,CrewAI,Production,,0.506,3343,2.21
AGP-0348,Healthcare,Autonomous,CrewAI,Pilot,Loop Error,0.673,4375,0.36
AGP-0349,Technology,Multi-agent Swarm,CrewAI,Pilot,Schema Drift,0.923,6210,0.01
AGP-0350,Finance,Assistant,LangGraph,Abandoned,Loop Error,0.222,3670,-0.08
AGP-0351,Technology,Assistant,AutoGPT 3.0,Production,,0.653,6194,2.49
AGP-0352,Healthcare,Assistant,AutoGPT 3.0,Abandoned,Schema Drift,0.858,4196,0.22
AGP-0353,Manufacturing,Multi-agent Swarm,CrewAI,Production,,0.501,6129,3.65
AGP-0354,Manufacturing,Autonomous,CrewAI,Production,,0.458,3255,4.23
AGP-0355,Retail,Multi-agent Swarm,AutoGPT 3.0,Pilot,Schema Drift,0.685,10320,0.55
AGP-0356,Manufacturing,Multi-agent Swarm,AutoGPT 3.0,Abandoned,Loop Error,0.546,10234,-1.22
AGP-0357,Insurance,Assistant,CrewAI,Pilot,Loop Error,0.911,4684,-0.34
AGP-0358,Insurance,Assistant,LangGraph,Pilot,Security Violation,0.685,2175,0.96
AGP-0359,Manufacturing,Assistant,LangGraph,Abandoned,Loop Error,0.618,4103,0.3
AGP-0360,Technology,Assistant,AutoGPT 3.0,Production,,0.974,11860,2.11
AGP-0361,Government,Assistant,CrewAI,Production,,0.922,3607,2.06
AGP-0362,Finance,Assistant,LangGraph,Pilot,Security Violation,0.823,3029,0.26
AGP-0363,Finance,Autonomous,LangGraph,Pilot,Cost Overrun,0.487,4345,-0.12
AGP-0364,Finance,Autonomous,AutoGPT 3.0,Production,,0.568,4738,1.79
AGP-0365,Technology,Assistant,AutoGPT 3.0,Production,,0.639,4686,2.7
AGP-0366,Retail,Autonomous,AutoGPT 3.0,Pilot,Loop Error,0.373,5276,-0.28
AGP-0367,Insurance,Assistant,CrewAI,Pilot,Security Violation,0.494,3816,-0.4
AGP-0368,Technology,Assistant,AutoGPT 3.0,Pilot,Loop Error,0.742,4751,1.82
AGP-0369,Legal,Multi-agent Swarm,AutoGPT 3.0,Production,,0.789,17379,0.99
AGP-0370,Government,Autonomous,LangGraph,Abandoned,Security Violation,0.209,3966,-0.9
AGP-0371,Insurance,Assistant,LangGraph,Pilot,Loop Error,0.707,2724,1.96
AGP-0372,Healthcare,Assistant,AutoGPT 3.0,Pilot,Cost Overrun,0.961,9961,0.75
AGP-0373,Legal,Autonomous,LangGraph,Pilot,Loop Error,0.324,3564,0.44
AGP-0374,Legal,Autonomous,CrewAI,Pilot,Schema Drift,0.325,7963,-0.06
AGP-0375,Finance,Autonomous,CrewAI,Production,,0.298,3218,2.84
AGP-0376,Finance,Autonomous,CrewAI,Pilot,Schema Drift,0.24,5183,0.55
AGP-0377,Government,Autonomous,LangGraph,Abandoned,Cost Overrun,0.361,5138,-0.4
AGP-0378,Retail,Assistant,CrewAI,Abandoned,Schema Drift,0.885,4771,-0.72
AGP-0379,Retail,Assistant,LangGraph,Abandoned,Cost Overrun,0.807,3423,-0.77
AGP-0380,Technology,Autonomous,AutoGPT 3.0,Abandoned,Security Violation,0.229,9031,-0.95
AGP-0381,Manufacturing,Autonomous,LangGraph,Pilot,Cost Overrun,0.226,4364,0.21
AGP-0382,Government,Autonomous,CrewAI,Pilot,Loop Error,0.154,4107,-0.17
AGP-0383,Insurance,Assistant,AutoGPT 3.0,Pilot,Loop Error,0.496,7515,1.36
AGP-0384,Retail,Autonomous,LangGraph,Abandoned,Schema Drift,0.034,4141,-1.54
AGP-0385,Retail,Assistant,LangGraph,Pilot,Schema Drift,0.849,3632,0.36
AGP-0386,Telecom,Autonomous,AutoGPT 3.0,Pilot,Security Violation,0.097,4155,-0.05
AGP-0387,Technology,Autonomous,LangGraph,Pilot,Loop Error,0.207,3728,-0.25
AGP-0388,Telecom,Multi-agent Swarm,LangGraph,Pilot,Security Violation,0.535,6892,0.56
AGP-0389,Finance,Autonomous,CrewAI,Abandoned,Cost Overrun,0.433,4845,-1.0
AGP-0390,Energy,Autonomous,AutoGPT 3.0,Abandoned,Loop Error,0.448,4374,0.03
AGP-0391,Technology,Autonomous,CrewAI,Production,,0.319,2221,2.13
AGP-0392,Finance,Multi-agent Swarm,LangGraph,Abandoned,Loop Error,0.207,8669,-1.26
AGP-0393,Technology,Assistant,AutoGPT 3.0,Pilot,Security Violation,0.704,2859,-0.03
AGP-0394,Technology,Assistant,CrewAI,Pilot,Schema Drift,0.647,3153,0.02
AGP-0395,Finance,Multi-agent Swarm,CrewAI,Pilot,Security Violation,0.719,4294,0.13
AGP-0396,Retail,Autonomous,LangGraph,Abandoned,Cost Overrun,0.195,2160,-0.44
AGP-0397,Energy,Multi-agent Swarm,LangGraph,Production,,0.634,6764,4.35
AGP-0398,Legal,Autonomous,LangGraph,Pilot,Security Violation,0.185,3549,0.84
AGP-0399,Retail,Assistant,CrewAI,Abandoned,Cost Overrun,0.762,3977,0.07
AGP-0400,Retail,Assistant,LangGraph,Pilot,Loop Error,0.903,4795,-0.05
AGP-0401,Legal,Assistant,CrewAI,Pilot,Cost Overrun,0.863,2152,1.76
AGP-0402,Government,Multi-agent Swarm,LangGraph,Abandoned,Security Violation,0.301,5675,-1.28
AGP-0403,Insurance,Autonomous,LangGraph,Abandoned,Cost Overrun,0.718,1834,-0.99
AGP-0404,Finance,Multi-agent Swarm,LangGraph,Abandoned,Cost Overrun,0.657,4254,-0.88
AGP-0405,Telecom,Assistant,CrewAI,Abandoned,Loop Error,0.798,5278,-0.97
AGP-0406,Government,Assistant,CrewAI,Pilot,Loop Error,0.287,3974,0.66
AGP-0407,Healthcare,Multi-agent Swarm,LangGraph,Production,,0.352,7708,3.7
AGP-0408,Energy,Autonomous,LangGraph,Abandoned,Loop Error,0.637,4652,0.46
AGP-0409,Finance,Multi-agent Swarm,LangGraph,Pilot,Loop Error,0.377,4765,-0.39
AGP-0410,Telecom,Assistant,AutoGPT 3.0,Pilot,Loop Error,0.779,5658,0.84
AGP-0411,Technology,Assistant,LangGraph,Abandoned,Loop Error,0.429,3119,0.44
AGP-0412,Technology,Autonomous,AutoGPT 3.0,Pilot,Loop Error,0.211,2540,0.35
AGP-0413,Finance,Assistant,LangGraph,Pilot,Loop Error,0.633,2728,1.22
AGP-0414,Government,Assistant,LangGraph,Abandoned,Security Violation,0.786,5065,0.39
AGP-0415,Finance,Assistant,CrewAI,Abandoned,Cost Overrun,0.786,3695,-0.18
AGP-0416,Healthcare,Autonomous,CrewAI,Abandoned,Schema Drift,0.213,3499,-0.78
AGP-0417,Finance,Autonomous,LangGraph,Abandoned,Loop Error,0.087,3942,-1.18
AGP-0418,Insurance,Multi-agent Swarm,AutoGPT 3.0,Pilot,Schema Drift,0.284,10728,0.15
AGP-0419,Healthcare,Autonomous,LangGraph,Abandoned,Cost Overrun,0.29,4094,0.0
AGP-0420,Government,Assistant,LangGraph,Pilot,Security Violation,0.803,2489,-0.06
AGP-0421,Technology,Multi-agent Swarm,LangGraph,Production,,0.803,4332,2.24
AGP-0422,Finance,Autonomous,CrewAI,Pilot,Cost Overrun,0.12,5577,0.17
AGP-0423,Finance,Autonomous,AutoGPT 3.0,Abandoned,Loop Error,0.726,7542,-0.72
AGP-0424,Finance,Assistant,LangGraph,Production,,0.958,5514,4.39
AGP-0425,Technology,Autonomous,AutoGPT 3.0,Abandoned,Security Violation,0.139,7243,-1.14
AGP-0426,Energy,Assistant,CrewAI,Pilot,Schema Drift,0.729,3956,0.06
AGP-0427,Healthcare,Assistant,AutoGPT 3.0,Pilot,Schema Drift,0.442,1823,1.58
AGP-0428,Energy,Assistant,AutoGPT 3.0,Pilot,Schema Drift,0.831,10763,0.1
AGP-0429,Finance,Assistant,AutoGPT 3.0,Pilot,Cost Overrun,0.742,4319,-0.04
AGP-0430,Energy,Assistant,CrewAI,Production,,0.99,3571,1.88
AGP-0431,Government,Assistant,LangGraph,Pilot,Loop Error,0.576,4093,0.83
AGP-0432,Insurance,Autonomous,CrewAI,Production,,0.113,3908,3.56
AGP-0433,Technology,Assistant,CrewAI,Pilot,Loop Error,0.923,4282,1.33
AGP-0434,Energy,Multi-agent Swarm,CrewAI,Pilot,Cost Overrun,0.491,6770,-0.5
AGP-0435,Finance,Assistant,CrewAI,Production,,0.948,3417,2.8
AGP-0436,Healthcare,Assistant,LangGraph,Pilot,Cost Overrun,0.518,848,1.32
AGP-0437,Finance,Autonomous,AutoGPT 3.0,Pilot,Loop Error,0.217,6927,0.42
AGP-0438,Manufacturing,Autonomous,LangGraph,Pilot,Schema Drift,0.084,5571,0.86
AGP-0439,Insurance,Autonomous,AutoGPT 3.0,Pilot,Loop Error,0.15,4745,2.13
AGP-0440,Technology,Autonomous,LangGraph,Abandoned,Loop Error,0.438,2499,-0.3
AGP-0441,Energy,Multi-agent Swarm,LangGraph,Pilot,Schema Drift,0.191,3816,-0.66
AGP-0442,Finance,Autonomous,AutoGPT 3.0,Pilot,Security Violation,0.272,4487,-0.28
AGP-0443,Insurance,Multi-agent Swarm,AutoGPT 3.0,Abandoned,Loop Error,0.238,14013,-1.44
AGP-0444,Healthcare,Autonomous,CrewAI,Production,,0.219,4881,2.81
AGP-0445,Healthcare,Autonomous,AutoGPT 3.0,Abandoned,Loop Error,0.202,6625,-0.7
AGP-0446,Technology,Assistant,LangGraph,Pilot,Loop Error,0.698,3065,-0.55
AGP-0447,Telecom,Autonomous,AutoGPT 3.0,Abandoned,Loop Error,0.116,8635,-0.11
AGP-0448,Technology,Multi-agent Swarm,LangGraph,Pilot,Schema Drift,0.704,8538,0.15
AGP-0449,Finance,Multi-agent Swarm,CrewAI,Pilot,Schema Drift,0.116,6488,1.16
AGP-0450,Technology,Multi-agent Swarm,CrewAI,Abandoned,Loop Error,0.536,9170,-0.69
AGP-0451,Finance,Autonomous,LangGraph,Abandoned,Security Violation,0.079,3157,-0.3
AGP-0452,Government,Multi-agent Swarm,CrewAI,Production,,0.737,5024,2.14
AGP-0453,Technology,Autonomous,CrewAI,Abandoned,Loop Error,0.149,2407,0.04
AGP-0454,Healthcare,Multi-agent Swarm,LangGraph,Pilot,Loop Error,0.626,8937,-0.41
AGP-0455,Finance,Assistant,AutoGPT 3.0,Abandoned,Loop Error,0.636,11545,-1.07
AGP-0456,Healthcare,Autonomous,CrewAI,Abandoned,Cost Overrun,0.135,4179,-0.1
AGP-0457,Telecom,Autonomous,LangGraph,Pilot,Schema Drift,0.235,3510,1.3
AGP-0458,Retail,Autonomous,CrewAI,Pilot,Cost Overrun,0.266,4242,0.56
AGP-0459,Insurance,Autonomous,LangGraph,Pilot,Security Violation,0.09,3075,1.07
AGP-0460,Technology,Multi-agent Swarm,LangGraph,Abandoned,Security Violation,0.3,7479,-1.33
AGP-0461,Manufacturing,Multi-agent Swarm,CrewAI,Pilot,Security Violation,0.571,7141,-1.08
AGP-0462,Finance,Multi-agent Swarm,LangGraph,Pilot,Schema Drift,0.496,9815,-0.03
AGP-0463,Telecom,Autonomous,LangGraph,Abandoned,Loop Error,0.034,2580,-0.49
AGP-0464,Legal,Assistant,CrewAI,Abandoned,Loop Error,0.663,2897,-0.73
AGP-0465,Manufacturing,Autonomous,LangGraph,Pilot,Cost Overrun,0.095,4957,1.31
AGP-0466,Technology,Assistant,AutoGPT 3.0,Abandoned,Cost Overrun,0.826,3613,0.16
AGP-0467,Technology,Autonomous,AutoGPT 3.0,Production,,0.519,9925,0.45
AGP-0468,Telecom,Autonomous,LangGraph,Abandoned,Security Violation,0.157,2820,-0.58
AGP-0469,Finance,Assistant,CrewAI,Pilot,Loop Error,0.699,2956,-1.23
AGP-0470,Manufacturing,Autonomous,LangGraph,Pilot,Loop Error,0.042,4382,-0.16
AGP-0471,Retail,Assistant,CrewAI,Production,,0.845,5164,1.91
AGP-0472,Retail,Assistant,LangGraph,Pilot,Cost Overrun,0.572,5060,-0.21
AGP-0473,Finance,Autonomous,AutoGPT 3.0,Production,,0.394,4623,2.69
AGP-0474,Finance,Multi-agent Swarm,LangGraph,Pilot,Cost Overrun,0.323,5164,-0.55
AGP-0475,Healthcare,Assistant,CrewAI,Abandoned,Schema Drift,0.883,4609,-0.89
AGP-0476,Legal,Multi-agent Swarm,LangGraph,Abandoned,Schema Drift,0.381,5622,-0.66
AGP-0477,Retail,Assistant,LangGraph,Abandoned,Loop Error,0.392,3663,0.02
AGP-0478,Technology,Assistant,CrewAI,Abandoned,Cost Overrun,0.609,4786,-0.5
AGP-0479,Technology,Assistant,CrewAI,Abandoned,Security Violation,0.723,5545,-0.13
AGP-0480,Retail,Multi-agent Swarm,AutoGPT 3.0,Pilot,Loop Error,0.292,12439,0.58
AGP-0481,Retail,Assistant,LangGraph,Pilot,Schema Drift,0.471,1197,1.7
AGP-0482,Healthcare,Autonomous,LangGraph,Abandoned,Schema Drift,0.178,4051,-1.18
AGP-0483,Technology,Autonomous,LangGraph,Abandoned,Loop Error,0.2,3721,-0.8
AGP-0484,Legal,Assistant,LangGraph,Abandoned,Schema Drift,0.581,2863,-1.5
AGP-0485,Finance,Autonomous,AutoGPT 3.0,Abandoned,Cost Overrun,0.196,12767,-0.14
AGP-0486,Retail,Autonomous,AutoGPT 3.0,Pilot,Loop Error,0.538,7376,0.79
AGP-0487,Retail,Autonomous,AutoGPT 3.0,Abandoned,Cost Overrun,0.24,4619,-0.36
AGP-0488,Healthcare,Assistant,LangGraph,Abandoned,Loop Error,0.655,4612,-1.02
AGP-0489,Manufacturing,Autonomous,LangGraph,Abandoned,Loop Error,0.208,5332,-0.11
AGP-0490,Manufacturing,Assistant,CrewAI,Abandoned,Schema Drift,0.85,6638,-0.58
AGP-0491,Technology,Multi-agent Swarm,LangGraph,Pilot,Security Violation,0.199,7132,-0.44
AGP-0492,Technology,Multi-agent Swarm,CrewAI,Abandoned,Cost Overrun,0.29,8876,-0.74
AGP-0493,Technology,Autonomous,LangGraph,Pilot,Loop Error,0.379,4903,0.56
AGP-0494,Legal,Assistant,LangGraph,Abandoned,Schema Drift,0.63,3713,-0.62
AGP-0495,Insurance,Assistant,AutoGPT 3.0,Pilot,Loop Error,0.602,8167,1.31
AGP-0496,Manufacturing,Assistant,LangGraph,Pilot,Cost Overrun,0.396,5253,-1.18
AGP-0497,Retail,Assistant,AutoGPT 3.0,Pilot,Loop Error,0.956,6872,0.87
AGP-0498,Technology,Autonomous,LangGraph,Production,,0.566,4578,4.06
AGP-0499,Legal,Multi-agent Swarm,LangGraph,Pilot,Cost Overrun,0.354,7576,0.7
AGP-0500,Manufacturing,Autonomous,LangGraph,Abandoned,Security Violation,0.24,2897,-0.99
AGP-0501,Insurance,Multi-agent Swarm,LangGraph,Pilot,Cost Overrun,0.175,4387,0.53
AGP-0502,Government,Assistant,CrewAI,Abandoned,Security Violation,0.611,4701,-0.19
AGP-0503,Government,Autonomous,LangGraph,Pilot,Security Violation,0.221,3278,0.76
AGP-0504,Manufacturing,Assistant,CrewAI,Pilot,Cost Overrun,0.894,4232,0.25
AGP-0505,Manufacturing,Autonomous,AutoGPT 3.0,Abandoned,Loop Error,0.271,10857,-1.96
AGP-0506,Insurance,Multi-agent Swarm,LangGraph,Abandoned,Cost Overrun,0.448,4926,-1.69
AGP-0507,Legal,Assistant,LangGraph,Production,,0.47,1092,2.23
AGP-0508,Energy,Autonomous,LangGraph,Abandoned,Security Violation,0.283,2232,-0.52
AGP-0509,Manufacturing,Autonomous,AutoGPT 3.0,Abandoned,Loop Error,0.186,6661,-0.3
AGP-0510,Finance,Multi-agent Swarm,CrewAI,Production,,0.732,10694,1.57
AGP-0511,Finance,Autonomous,LangGraph,Abandoned,Loop Error,0.171,3540,-0.81
AGP-0512,Energy,Multi-agent Swarm,CrewAI,Abandoned,Schema Drift,0.191,4844,0.39
AGP-0513,Finance,Multi-agent Swarm,CrewAI,Abandoned,Loop Error,0.19,4010,-0.93
AGP-0514,Healthcare,Assistant,LangGraph,Pilot,Schema Drift,0.735,2783,0.4
AGP-0515,Legal,Autonomous,LangGraph,Pilot,Schema Drift,0.133,3795,-0.21
AGP-0516,Healthcare,Assistant,AutoGPT 3.0,Pilot,Cost Overrun,0.794,7869,-0.22
AGP-0517,Legal,Multi-agent Swarm,LangGraph,Abandoned,Cost Overrun,0.35,4594,-0.39
AGP-0518,Insurance,Autonomous,LangGraph,Abandoned,Security Violation,0.228,4054,-0.13
AGP-0519,Finance,Autonomous,LangGraph,Pilot,Security Violation,0.414,3121,-0.53
AGP-0520,Energy,Autonomous,CrewAI,Abandoned,Schema Drift,0.216,4785,0.21
AGP-0521,Energy,Assistant,CrewAI,Pilot,Cost Overrun,0.711,2574,1.06
AGP-0522,Retail,Assistant,LangGraph,Pilot,Security Violation,0.772,3479,0.15
AGP-0523,Finance,Assistant,CrewAI,Abandoned,Cost Overrun,0.728,3717,0.1
AGP-0524,Technology,Assistant,CrewAI,Pilot,Schema Drift,0.4,3656,0.52
AGP-0525,Finance,Autonomous,LangGraph,Pilot,Cost Overrun,0.194,3437,-0.95
AGP-0526,Legal,Autonomous,AutoGPT 3.0,Production,,0.381,6482,3.15
AGP-0527,Telecom,Autonomous,LangGraph,Pilot,Loop Error,0.084,5510,0.86
AGP-0528,Telecom,Multi-agent Swarm,LangGraph,Abandoned,Security Violation,0.306,5398,-1.2
AGP-0529,Insurance,Assistant,AutoGPT 3.0,Abandoned,Loop Error,0.358,9220,-0.87
AGP-0530,Legal,Assistant,AutoGPT 3.0,Production,,0.99,7099,2.64
AGP-0531,Technology,Multi-agent Swarm,LangGraph,Production,,0.921,4321,2.46
AGP-0532,Technology,Autonomous,AutoGPT 3.0,Pilot,Schema Drift,0.064,4543,0.79
AGP-0533,Retail,Autonomous,CrewAI,Production,,0.342,3096,4.31
AGP-0534,Technology,Autonomous,LangGraph,Pilot,Loop Error,0.206,3497,0.51
AGP-0535,Finance,Multi-agent Swarm,AutoGPT 3.0,Pilot,Cost Overrun,0.533,12093,-0.26
AGP-0536,Healthcare,Assistant,AutoGPT 3.0,Abandoned,Security Violation,0.852,7796,-1.14
AGP-0537,Manufacturing,Assistant,LangGraph,Pilot,Cost Overrun,0.832,4205,0.56
AGP-0538,Healthcare,Autonomous,CrewAI,Production,,0.387,5166,3.7
AGP-0539,Healthcare,Autonomous,LangGraph,Pilot,Cost Overrun,0.301,3152,0.49
AGP-0540,Energy,Assistant,LangGraph,Abandoned,Cost Overrun,0.956,2568,-0.42
AGP-0541,Telecom,Assistant,AutoGPT 3.0,Pilot,Cost Overrun,0.724,6927,0.11
AGP-0542,Manufacturing,Multi-agent Swarm,CrewAI,Pilot,Schema Drift,0.254,3662,0.98
AGP-0543,Energy,Multi-agent Swarm,CrewAI,Abandoned,Cost Overrun,0.701,11861,-1.18
AGP-0544,Telecom,Assistant,CrewAI,Pilot,Loop Error,0.638,2366,1.65
AGP-0545,Finance,Assistant,CrewAI,Abandoned,Loop Error,0.43,3783,-0.14
AGP-0546,Retail,Multi-agent Swarm,LangGraph,Pilot,Cost Overrun,0.45,3419,-0.39
AGP-0547,Retail,Assistant,AutoGPT 3.0,Production,,0.911,4320,1.64
AGP-0548,Finance,Assistant,CrewAI,Abandoned,Schema Drift,0.774,6007,-0.06
AGP-0549,Insurance,Multi-agent Swarm,CrewAI,Pilot,Cost Overrun,0.45,4872,1.51
AGP-0550,Retail,Autonomous,CrewAI,Abandoned,Cost Overrun,0.404,3959,-1.13
AGP-0551,Retail,Multi-agent Swarm,LangGraph,Pilot,Cost Overrun,0.351,4257,-0.26
AGP-0552,Finance,Autonomous,LangGraph,Abandoned,Security Violation,0.023,3977,0.23
AGP-0553,Healthcare,Assistant,LangGraph,Abandoned,Security Violation,0.877,5422,-1.5
AGP-0554,Government,Multi-agent Swarm,LangGraph,Abandoned,Schema Drift,0.733,7512,-1.33
AGP-0555,Finance,Assistant,CrewAI,Abandoned,Loop Error,0.801,5678,-0.0
AGP-0556,Healthcare,Assistant,AutoGPT 3.0,Production,,0.723,6304,1.98
AGP-0557,Legal,Assistant,LangGraph,Production,,0.704,2132,1.33
AGP-0558,Manufacturing,Autonomous,LangGraph,Pilot,Loop Error,0.296,2886,0.61
AGP-0559,Technology,Autonomous,CrewAI,Abandoned,Schema Drift,0.117,6259,-0.43
AGP-0560,Manufacturing,Autonomous,LangGraph,Abandoned,Loop Error,0.198,5391,-1.44
AGP-0561,Finance,Assistant,AutoGPT 3.0,Production,,0.743,8273,1.39
AGP-0562,Healthcare,Assistant,LangGraph,Pilot,Schema Drift,0.817,3663,1.45
AGP-0563,Energy,Autonomous,LangGraph,Production,,0.214,4134,3.3
AGP-0564,Technology,Multi-agent Swarm,LangGraph,Abandoned,Schema Drift,0.709,2845,-0.38
AGP-0565,Technology,Assistant,AutoGPT 3.0,Abandoned,Security Violation,0.739,5124,-1.06
AGP-0566,Technology,Assistant,LangGraph,Pilot,Loop Error,0.674,3313,1.91
AGP-0567,Insurance,Assistant,CrewAI,Pilot,Schema Drift,0.289,3737,1.6
AGP-0568,Finance,Autonomous,LangGraph,Pilot,Cost Overrun,0.18,2664,1.38
AGP-0569,Legal,Assistant,LangGraph,Pilot,Security Violation,0.886,2412,-0.23
AGP-0570,Manufacturing,Assistant,AutoGPT 3.0,Abandoned,Loop Error,0.658,6214,-0.67
AGP-0571,Legal,Autonomous,LangGraph,Pilot,Security Violation,0.251,2790,0.11
AGP-0572,Energy,Multi-agent Swarm,LangGraph,Pilot,Security Violation,0.425,3743,0.3
AGP-0573,Retail,Multi-agent Swarm,CrewAI,Pilot,Cost Overrun,0.742,4604,0.93
AGP-0574,Insurance,Assistant,AutoGPT 3.0,Pilot,Loop Error,0.732,3557,0.77
AGP-0575,Energy,Multi-agent Swarm,LangGraph,Abandoned,Loop Error,0.385,7736,-0.52
AGP-0576,Manufacturing,Multi-agent Swarm,LangGraph,Pilot,Loop Error,0.629,10027,-0.55
AGP-0577,Government,Autonomous,AutoGPT 3.0,Pilot,Loop Error,0.051,7882,0.62
